Sub-region,Management Area,Stream_Number,StreamName,STAT_AREA_NAME,AWC_CODE,LATITUDE,LONGITUDE,Watershed_ID,Watershed_km2,mean_flow,CV_flow,Stream_spans_2_WSheds,Scenario_A,Scenario_B,Notes,Triple-checked
SSE,Ketchikan,103-15-014,Klakas Inlet W Side N,Klakas Inlet,103-15-10140,55.04374338,-132.4194337,2582,103,8.38,0.49,,,X,"Same WShed as Klakas Head, Klakas Inlet W Side, Klakas Lake Creek, Klakas Left Head, and Klakas Right Head",X
SSE,Ketchikan,103-15-010,Klakas Inlet W Side,Klakas Inlet,103-15-10100,54.99437944,-132.4280281,2582,103,8.38,0.49,,,X,"Same WShed as Klakas Head, Klakas Inlet W Side N, Klakas Lake Creek, Klakas Left Head, and Klakas Right Head",X
SSE,Ketchikan,103-15-027,Klakas Lake Creek,Klakas Inlet,103-15-10270,55.01444344,-132.3926512,2582,103,8.38,0.49,,,X,"Same WShed as Klakas Head, Klakas Inlet W Side, Klakas Inlet W Side N, Klakas Left Head, and Klakas Right Head",X
SSE,Ketchikan,103-15-016,Klakas Left Head,Klakas Inlet,103-15-10160,55.08042892,-132.4028895,2582,103,8.38,0.49,,,X,"Same WShed as Klakas Head, Klakas Inlet W Side, Klakas Inlet W Side N, Klakas Lake Creek, and Klakas Right Head",X
SSE,Ketchikan,103-15-023,Klakas Right Head,Klakas Inlet,103-15-10230,55.08593418,-132.3844889,2582,103,8.38,0.49,,,X,"Same WShed as Klakas Head, Klakas Inlet W Side, Klakas Inlet W Side N, Klakas Lake Creek, and Klakas Left Head",X
SSE,Petersburg,107-10-070,Kudays Creek S Etolin,Union Bay/Emerald Bay/S Ernest Sound,107-10-10700,55.93783304,-132.2763104,"6395, 6346",51,4.39,0.57,X,,X,Same WShed as Chum Creek S Etolin Mid (6395) and S Etolin Island East (6395),X
SSE,Ketchikan,102-30-065,Kugel Creek,Moira Sound,102-30-10650,55.04525695,-132.2536016,"2794, 2768",68,4.03,0.51,X,,X,"Same WShed as Dickman Bay (2768), Dickman Bay Head (2768), and Kegan Cove (2794)",X
SSE,Petersburg,105-31-003,Kushneahin Creek,Reid Bay/No Name Bay/Point Barrie,105-31-10030,56.47135331,-133.6674026,7628,53,3.7,0.57,,X,,,X
NSE Inside,Petersburg,109-52-035,Kutlaku Creek,Rowan Bay and Bay of Pillars,109-52-10350,56.62009032,-134.1182891,7868,68,5.01,0.46,,,X,Same WShed as Pillar Bay Head,X
NSE Inside,Petersburg,109-52-055,Kwatahein Creek,Rowan Bay and Bay of Pillars,109-52-10550,56.59534292,-134.2343439,"7737, 7837",44,2.91,0.51,X,X,,Same Wshed as Pillar Bay SW Side (7837),X
NSE Inside,Juneau,112-17-025,Lake Florence Creek,Angoon to Hepburn,112-17-10250,57.80717196,-134.710953,10566,118,9.86,0.52,,X,,,X
NSE Inside,Juneau,112-17-012,Lake Kathleen Creek,Angoon to Hepburn,112-17-10120,57.89582662,-134.7327233,10807,80,7.32,0.58,,X,,,X
SSE,Ketchikan,102-40-011,Lancaster Cove East 1,Cholmondeley Sound,102-40-10110,55.2027947,-132.0959159,3587,10,0.89,0.51,,,X,Same WShed as Lancaster Cove East 2,X
SSE,Ketchikan,102-40-009,Lancaster Cove East 2,Cholmondeley Sound,102-40-10090,55.20546529,-132.0849216,3587,10,0.89,0.51,,,X,Same WShed as Lancaster Cove East 1,X
SSE,Ketchikan,102-40-007,Lancaster Cove East 3,Cholmondeley Sound,102-40-10070,55.21460828,-132.0822531,3612,6,0.54,0.51,,X,,,X
NSE Inside,Petersburg,110-23-004,Last Chance Creek-Gambier Bay,Gambier Bay,110-23-10040,57.53057509,-133.9573084,10219,19,0.81,0.53,,,X,Same WShed as Gambier Bay N Arm West,X
NSE Inside,Petersburg,110-33-013,Lauras Creek,Hobart Bay,110-33-10130,57.412721,-133.346759,10177,86,5.41,0.58,,X,,,X
SSE,Ketchikan,101-45-032,Leask Creek,Mountain Point to Carroll Point,101-45-10320,55.50886712,-131.5165969,4577,294,25.19,0.48,,,X,"Same WShed as Salt Chuck-George Inlet, Salt Lagoon Right, and White River",X
NSE Inside,Juneau,111-90-005,Limestone Creek,Limestone Inlet,111-90-10050,58.03722049,-133.9394769,11649,37,2.19,0.57,,X,,,X
NSE Outside,Sitka,113-42-002,Limit Creek,Nakwasina Passage,113-42-10030,57.25355392,-135.4585761,9111,12,0.22,0.52,,X,,,X
SSE,Petersburg,105-10-016,Linda Sue Slough,Affleck Canal/Spanish Is/Louise Cove,105-10-10160,56.19040548,-134.0078122,6077,6,0.37,0.55,,X,,,X
NSE Outside,Sitka,113-95-006,Lisianski River,Lisianski Inlet,113-95-10060,57.84780687,-136.041862,10244,217,22.24,0.44,,,X,Same WShed as Phonograph Creek and Steelhead River-Lisianski Inlet,X
SSE,Ketchikan,103-11-035,Little Datzkoo Head,Lower Cordova Bay,103-11-10350,54.70377036,-132.7199302,1792,13,0.63,0.54,,X,,,X
NSE Inside,Juneau,112-48-019,Little Goose Creek,Tenakee Head,112-48-10190,57.92147237,-135.7739824,10439,92,9.78,0.5,,,X,Same WShed as Big Goose Creek,X
SSE,Ketchikan,103-60-081,Little John Creek,Big Salt/Trocadero Bay,103-60-10810,55.34480961,-132.9633868,"3527, 3528",31,1.86,0.51,X,,X,Same WShed as Trocadero Bay NW Side (3527),X
NSE Inside,Petersburg,109-30-025,Little Pybus Bay Creek,Eliza Harbor/Herring Bay/Tyee,109-30-10260,57.27100288,-134.1593654,9529,33,1.96,0.46,,X,,,X
SSE,Petersburg,106-10-006,Little Ratz Creek,Ratz Harbor Shore,106-10-10060,55.86072258,-132.5795314,5790,12,0.9,0.52,,X,,,X
SSE,Ketchikan,103-40-089,Lively Creek,Tlevak Strait,103-40-10890,55.23262769,-133.1167513,"3024, 2943",34,2.04,0.54,X,,X,Same WShed as North Bay (2943),X
NSE Outside,Sitka,113-43-005,Liza Creek-Nakwasina Sound,Nakwasina Sound,113-43-10050,57.19628939,-135.3767265,8961,179,17.02,0.41,,,X,Same WShed as Nakwasina River and Noson Creek,X
NSE Inside,Juneau,112-47-010,Long Bay Head,Long Bay,112-47-10100,57.855908,-135.65309,10332,76,7.93,0.52,,X,,,X
NSE Inside,Petersburg,109-45-017,Lookout Point Creek,Security Bay,109-45-10170,56.83088997,-134.3382175,"8469, 8470",13,0.61,0.47,X,,X,Same WShed as Security Bay S Mid (8470),X
SSE,Ketchikan,101-90-048,Loring Creek,Higgins Pt to Nose Pt/Naha/Traitors,101-90-10480,55.60102491,-131.6280703,5474,137,12.03,0.48,,,X,Same WShed as Naha River,X
SSE,Petersburg,105-10-011,Louise Cove,Affleck Canal/Spanish Is/Louise Cove,105-10-10110,56.196872,-133.973779,6179,23,1.11,0.55,,,X,Same WShed as N of Louise Cove and West of Pt Amelius,X
SSE,Petersburg,105-32-001,Lovelace Creek,Rocky Pass/Threemile Arm/Seclusion Hbr,105-32-10010,56.55444785,-133.6583913,7945,41,2.48,0.55,,X,,,X
NSE Inside,Sitka,109-10-009,Lovers Cove Creek,Southeast Baranof Island,109-10-10120,56.38977221,-134.7173474,6556,45,3.62,0.49,,,X,Same WShed as Sashin Creek,X
SSE,Ketchikan,101-41-025,Lucky Cove,Alva to Sykes,101-41-10250,55.21223495,-131.2604991,"4199, 4200",22,1.49,0.6,X,,X,,X
SSE,Ketchikan,101-90-068,Lunch Creek,Higgins Pt to Nose Pt/Naha/Traitors,101-90-10680,55.51204032,-131.7247957,5072,13,1.27,0.52,,X,,,X
SSE,Petersburg,106-30-072,Mabel Creek,Steamer Bay/Kindergarten/Quiet Harbor,106-30-10720,56.03231144,-133.067955,6185,85,5.88,0.56,,,X,,X
NSE Inside,Juneau,112-17-040,Marble Creek-Angoon ,Angoon to Hepburn,112-17-10400,57.681925,-134.7011176,"10218, 10201",18,1.32,0.56,X,X,,,X
NSE Inside,Juneau,114-40-038,Marble Creek-Idaho Inlet,Idaho Inlet,114-40-10380,58.0757201,-136.1502787,10678,15,0.3,0.52,,X,,,X
SSE,Petersburg,105-42-006,Marble Creek-Shakan,Shakan Bay/Calder Bay/El Capitan Pass,105-42-10060,56.17463926,-133.4655162,"6477, 6435",24,1.51,0.57,X,X,,Same 2nd WShed as Bear Creek-Dry Pass (6435),X
SSE,Ketchikan,101-90-039,Margaret Creek,Higgins Pt to Nose Pt/Naha/Traitors,101-90-10390,55.700302,-131.6352971,5795,175,15.38,0.49,,,X,Same WShed as Traitors Cove Creek,X
SSE,Ketchikan,101-80-052,Margarita Creek,Bell Island/North Behm Canal,101-80-10520,55.86929166,-131.8939801,6444,10,0.57,0.53,,X,,,X
NSE Inside,Juneau,114-50-030,Margret Creek-Port Althorp,Port Althorp,114-50-10300,58.13118453,-136.3335367,"10801, 10768",26,1.32,0.52,X,,X,Same 2nd WShed as Humpie Creek-Port Althorp (10768),X
NSE Outside,Sitka,113-66-003,Marine Cove,St John The Baptist Bay,113-66-10030,57.32517258,-135.6345154,9032,64,4.55,0.47,,,X,,X
NSE Inside,Petersburg,110-23-006,Marker Creek,Gambier Bay,110-23-10080,57.49555598,-134.0060172,10110,17,0.78,0.54,,X,,,X
SSE,Petersburg,107-40-038,Marten Creek-Bradfield Canal,Blake Channel,107-40-10380,56.23103801,-131.8833178,7957,58,4.77,0.61,,X,,,X
SSE,Ketchikan,101-30-060,Marten River,Boca De Quadra,101-30-10600,55.197016,-130.457229,4278,333,26.62,0.51,,,X,,X
SSE,Ketchikan,102-60-084,Maybeso Creek,Kasaan Bay,102-60-10840,55.48130266,-132.6636529,4184,45,3.94,0.47,,X,,,X
SSE,Petersburg,106-20-023,McHenry Anchorage Creek,Rocky Bay/McHenry Anchorage,106-20-10230,55.96691955,-132.4159204,6394,13,1.09,0.51,,X,,,X
SSE,Ketchikan,102-60-014,McKenzie Creek,Kasaan Bay,102-60-10140,55.33038087,-132.3452634,3947,44,4.48,0.48,,,X,Same WShed as Omar Creek,X
SSE,Petersburg,107-20-030,Menefee Creek,Anan/Fools/Menefee/Deer Is/N Ernest Sd,107-20-10300,56.13770544,-132.261378,7232,25,0.93,0.5,,X,,,X
NSE Inside,Juneau,111-40-065,Middle Point Creek,Gastineau Channel,111-40-10600,58.24902626,-134.6272598,12061,7,0.36,0.6,,X,,,X
SSE,Ketchikan,102-30-089,Miller Lake Creek,Moira Sound,102-30-10890,55.12753241,-132.1845981,3494,77,5.7,0.51,,,X,Same WShed as Aiken Cove and Kitkun Bay ,X
SSE,Ketchikan,101-30-089,Mink Creek,Boca De Quadra,101-30-10890,55.01825011,-130.6879241,4088,243,21.36,0.47,,,X,Same WShed as Humpback Creek,X
SSE,Ketchikan,102-30-037,Moira S Arm Head S,Moira Sound,102-30-10370,54.91605031,-132.2092444,NA,NA,NA,NA,NA,NA,NA,,X
NSE Inside,Juneau,111-13-015,Mole Harbor N Side,Mole Harbor,111-13-10150,57.66933232,-134.0928232,10448,12,0.47,0.61,,X,,Same 2nd WShed as Bear Creek-Seymour Canal ,X
NSE Inside,Juneau,111-13-010,Mole River,Mole Harbor,111-13-10100,57.660517,-134.07379,10416,74,3.54,0.52,,X,,,X
SSE,Ketchikan,101-90-061,Moser Bay,Higgins Pt to Nose Pt/Naha/Traitors,101-90-10610,55.53236041,-131.6446525,"5260, 5335",56,4.69,0.54,X,,X,Same WShed as Wolf Creek (5335),X
SSE,Petersburg,106-22-008,Mosman Creek E Head,"Burnett,Mosman,McHenry Inlet",106-22-10080,56.14784378,-132.5799505,7424,162,13,0.49,,,X,"Same WShed as Anita Bay Head W, Brad Creek NW Anita Bay, Flat Creek-Mosman Inlet, Mosman Inlet NW Head, and Mosman Inlet SE Head",X
SSE,Petersburg,106-22-004,Mosman Inlet NW Head,"Burnett,Mosman,McHenry Inlet",106-22-10040,56.15018448,-132.5980094,7424,162,13,0.49,,,X,"Same WShed as Anita Bay Head W, Brad Creek NW Anita Bay, Flat Creek-Mosman Inlet, Mosman Creek E Head, and Mosman Inlet SE Head",X
SSE,Petersburg,106-22-010,Mosman Inlet SE Head,"Burnett,Mosman,McHenry Inlet",106-22-10100,56.14583153,-132.5813047,7424,162,13,0.49,,,X,"Same WShed as Anita Bay Head W, Brad Creek NW Anita Bay, Flat Creek-Mosman Inlet, Mosman Creek E Head, and Mosman Inlet NW Head",X
NSE Inside,Juneau,114-23-070,Mud Bay River,Point Adolphus Area,114-23-10700,58.18940306,-135.9926664,"11114, 11086",156,15.86,0.5,X,X,,,X
NSE Inside,Juneau,112-12-034,N of Basket Bay,W Chatham Peril to Wukuktook,112-12-10340,57.70764632,-134.9198005,10232,28,2.45,0.53,,X,,,X
SSE,Petersburg,105-10-010,N of Louise Cove,Affleck Canal/Spanish Is/Louise Cove,105-10-10100,56.20764135,-133.9539911,6179,23,1.11,0.55,,,X,Same WShed of West of Pt Amelius and Louise Cove,X
NSE Inside,Juneau,111-20-040,N of Pt. Glass Penn,South Glass Peninsula,111-20-10400,57.81847849,-133.9222561,11016,15,0.83,0.56,,X,,,X
SSE,Ketchikan,103-40-064,N of Rose Point Ck,Tlevak Strait,103-40-10640,54.9863913,-132.9693596,2291,13,0.2,0.54,,X,,,X
NSE Inside,Petersburg,110-21-005,N of Square Point,False Point Pybus/Brothers Island,110-21-10050,57.33985244,-133.923074,9811,7,0.26,0.59,,X,,,X
NSE Inside,Juneau,112-12-008,N of White Rock,W Chatham Peril to Wukuktook,112-12-10080,57.57017193,-134.8545171,"10041, 9961",13,0.82,0.55,X,X,,,X
SSE,Ketchikan,101-90-050,Naha River,Higgins Pt to Nose Pt/Naha/Traitors,101-90-10500,55.5918871,-131.5947009,5474,137,12.03,0.48,,X,,Same WShed as Loring Creek,X
NSE Outside,Sitka,113-43-002,Nakwasina River,Nakwasina Sound,113-43-10020,57.25553037,-135.3462999,8961,179,17.02,0.41,,,X,Same WShed as Liza Creek-Nakwasina Sound and Noson Creek,X
NSE Inside,Petersburg,110-33-008,Nancy Creek-Hobart Bay,Hobart Bay,110-33-10080,57.45129778,-133.3161169,10191,114,6.85,0.53,,,X,,X
NSE Inside,Juneau,112-71-024,Narrows Creek,Outer Hood Bay,112-71-10240,57.36952174,-134.4346879,9710,172,11.1,0.48,,,X,"Same Wshed as 1st NW of Weir Creek, Hood Bay N Arm E Head, Hood Bay S Arm Head, Hood Bay S Arm Head N, Weir Creek N Arm Hood Bay, Weir Creek S Arm Hood Bay",X
SSE,Ketchikan,103-40-039,Natzuhini Bay E Side,Tlevak Strait,103-40-10390,55.2479011,-132.8266016,3293,5,0.25,0.51,,,X,,X
SSE,Ketchikan,103-40-033,Natzuhini N Center,Tlevak Strait,103-40-10330,55.2788155,-132.8478231,3292,42,3.52,0.51,,,X,Same WShed as Natzuhini NE Corner,X
SSE,Ketchikan,103-40-035,Natzuhini NE Corner,Tlevak Strait,103-40-10350,55.27911154,-132.8281405,3292,42,3.52,0.51,,X,,Same WShed as Natzuhini N Center,X
SSE,Ketchikan,103-90-026,Naukati Creek,Sea Otter Sound,103-90-10260,55.88550655,-133.1496964,5467,134,9,0.52,,,X,Same WShed as Gutchie Creek and Yatuk Creek,X
SSE,Petersburg,106-22-016,Navy Creek,"Burnett,Mosman,McHenry Inlet",106-22-10160,56.0604967,-132.4527546,"6844, 6777",71,4.64,0.5,X,,X,,X
NSE Inside,Juneau,111-21-053,NE of Bushy Island,Tracy and Endicott Arms,111-21-10530,57.71827357,-133.4049711,"10942, 10722",338,27.63,0.6,,,X,,X
NSE Inside,Petersburg,109-62-036,Neal Creek,Tebenkof Bay,109-62-10360,56.35945495,-134.2250499,6730,13,0.53,0.49,,,X,Same WShed as Gedney Harbor S Head,X
NSE Inside,Petersburg,110-34-014,Negro Creek,Port Houghton,110-34-10140,57.28499375,-133.4147066,9908,19,0.83,0.56,,X,,,X
NSE Inside,Juneau,114-33-023,Neka River,Neka Bay,114-33-10230,58.05567303,-135.7882468,10679,130,13.72,0.49,,X,,,X
NSE Inside,Juneau,114-80-045,Neva Creek,Excursion Inlet,114-80-10450-2004,58.4130705,-135.4161088,12181,45,4.98,0.61,,X,,,X
SSE,Ketchikan,101-45-075,Nigelius Creek,Mountain Point to Carroll Point,101-45-10750,55.53586976,-131.3529063,4673,544,48.72,0.43,,,X,Same WShed as Carroll Creek and Spit Creek,X
NSE Inside,Juneau,114-40-023,Nip and Tuck Creek,Idaho Inlet,114-40-10230,58.13937415,-136.1696416,NA,NA,NA,NA,NA,NA,NA,No assigned WShed ,X
SSE,Ketchikan,101-60-009,Nooya Creek,Rudyerd Bay,101-60-10090,55.61473908,-130.7108105,5877,329,29.48,0.56,,,X,"Same WShed as Big Goat Creek, Sandpiper Creek, and Valentine Creek",X
SSE,Petersburg,108-41-010,North Arm Creek,N. Stikine Flats/Leconte Bay/Ideal,108-40-10150-2007,56.68492843,-132.306356,NA,NA,NA,NA,NA,NA,NA,,X
SSE,Ketchikan,103-40-086,North Bay,Tlevak Strait,103-40-10860,55.20248206,-133.1272791,2943,29,1.72,0.52,,,X,Same 2nd WShed as Lively Creek,X
NSE Outside,Sitka,113-42-003,Noson Creek,Nakwasina Passage,113-42-10035,57.25272454,-135.3985532,8961,179,17.02,0.41,,,X,Same WShed as Liza Creek-Nakwasina Sound and Nakwasina Creek,X
SSE,Ketchikan,103-80-035,Nossuk Bay Left Head,St Phillips/Warmchuck,103-80-10350,55.71349091,-133.3230873,4708,19,1.2,0.55,,,X,,X
SSE,Ketchikan,103-21-008,Nutkwa Creek,Upper Cordova Bay,103-21-10080,55.14634044,-132.4596632,2998,108,6.59,0.51,,X,,Same WShed as Nutkwa Creek North,X
SSE,Ketchikan,103-21-005,Nutkwa Creek North,Upper Cordova Bay,103-21-10050,55.13575952,-132.5296513,2998,108,6.59,0.51,,,X,Same WShed as Nutkwa Creek ,X
SSE,Petersburg,107-40-025,Oerns Creek,Blake Channel,107-40-10250,56.38012897,-131.9427568,7914,465,40.53,0.57,,,X,Same WShed as Berg Creek,X
NSE Inside,Petersburg,110-22-002,Old Mans Creek-Pybus Bay,Pybus Bay,110-22-10020,57.32998464,-134.0335603,9764,17,0.6,0.59,,X,,,X
SSE,Ketchikan,102-60-024,Old Tom Creek,Kasaan Bay,102-60-10240,55.39704406,-132.4054107,4112,10,0.85,0.53,,X,,,X
SSE,Ketchikan,102-60-016,Omar Creek,Kasaan Bay,102-60-10160,55.32779116,-132.358753,3947,44,4.48,0.48,,,X,Same WShed as McKenzie Creek,X
NSE Inside,Juneau,111-14-042,Opp Middle Tiedeman,Central Seymour Canal,111-14-10420,57.79384525,-134.1701267,NA,NA,NA,NA,NA,NA,NA,,X
NSE Inside,Juneau,111-14-038,Opposite S Tiedeman,Central Seymour Canal,111-14-10380,57.75883278,-134.1445411,"10714, 10656",21,1.21,0.58,X,X,,,X
NSE Inside,Petersburg,109-52-002,Outer Rowan Bay,Rowan Bay and Bay of Pillars,109-52-10020,56.66386308,-134.3235754,7899,5,0.38,0.46,,X,,,X
SSE,Petersburg,105-20-006,P Beauclerc Lake,Port Beauclerc,105-20-10060,56.34104767,-133.9889817,6838,9,0.21,0.55,,,X,Same WShed as P Beauclerc NW Side,X
SSE,Petersburg,105-20-005,P Beauclerc NW Head,Port Beauclerc,105-20-10050,56.35753785,-133.9851478,6874,16,0.98,0.55,,,X,Same WShed as Paul Creek N Arm Hd,X
SSE,Petersburg,105-20-007,P Beauclerc NW Side,Port Beauclerc,105-20-10070,56.33407296,-133.9845559,6838,9,0.21,0.55,,,X,Same WShed as P Beauclerc Lake,X
SSE,Petersburg,105-20-009,P Beauclerc S Arm Hd,Port Beauclerc,105-20-10088,56.25524143,-133.9936547,6515,19,1.24,0.53,,,X ,Same WShed as Gail Creek S Arm SE Hd,X
NSE Inside,Petersburg,109-63-012,P Malmesbury Lake Ck,Port Malmsbury,109-63-10120,56.29163817,-134.2092469,6471,8,0.52,0.52,,,X,,X
NSE Inside,Petersburg,109-63-015,P Malmesbury S Arm E,Port Malmsbury,109-63-10150,56.23993242,-134.2060511,6176,11,0.46,0.54,,,X,Same WShed as P Malmesbury S Arm S,X
NSE Inside,Petersburg,109-63-017,P Malmesbury S Arm S,Port Malmsbury,109-63-10170,56.23839265,-134.2083811,6176,11,0.46,0.54,,,X,Same WShed as P Malmesbury S Arm E,X
NSE Inside,Juneau,111-15-030,Pack Creek,Windfall-Pack Area,111-15-10300,57.90474312,-134.2900596,11090,51,4.3,0.6,,X,,,X
NSE Inside,Juneau,112-41-001,Passage Point Creek,Outer Tenakee Inlet,112-41-10360,57.75167844,-134.9326183,10280,8,0.43,0.56,,X,,,X
NSE Inside,Sitka,109-10-028,Patterson Bay Head,Southeast Baranof Island,109-10-10280,56.63394411,-134.6796164,7272,91,8.95,0.44,,,X,,X
NSE Inside,Sitka,113-57-005,Patterson Bay W Head,South Arm Hoonah Sound,113-57-10050,57.64926055,-135.8142089,9840,76,4.92,0.48,,X,,,X
SSE,Petersburg,105-20-004,Paul Creek N Arm Hd,Port Beauclerc,105-20-10040,56.36711645,-133.9864317,6874,16,0.98,0.55,,,X,Same WShed as P Beauclerc NW Head,X
NSE Outside,Sitka,113-95-003,Pelican Creek,Lisianski Inlet,113-95-10030,57.95612704,-136.2216155,"10289, 10308",40,3.37,0.53,X,X,,,X
NSE Inside,Sitka,113-51-004,Peril Straits N-False Island,East Peril Straits,113-51-10040,57.52338394,-135.1806082,9780,32,2.97,0.53,,X,,,X
SSE,Ketchikan,102-30-028,Perkins Creek,Moira Sound,102-30-10280,54.94513229,-132.1784552,2665,24,1.96,0.5,,X,,,X
SSE,Ketchikan,103-60-089,Perlas Point Creek,Big Salt/Trocadero Bay,103-60-10890,55.36713074,-133.080075,3458,16,0.68,0.51,,,X,Same WShed as Deep Bay,X
SSE,Petersburg,106-44-060,Petersburg Creek,Wrangell Narrows,106-44-10600,56.83975397,-133.0564383,"9188, 8497",512,34.8,0.55,X,,X,,X
NSE Inside,Petersburg,109-62-022,Petrof Bay S Head,Tebenkof Bay,109-62-10220,56.34134099,-134.0569129,6872,13,0.9,0.55,,,X,Same 2nd WShed as Petrof Bay SW Head and Petrof Bay W Head,X
NSE Inside,Petersburg,109-62-020,Petrof Bay SE Head,Tebenkof Bay,109-62-10200,56.36277011,-134.0433208,6873,6,0.27,0.56,,,X,Same 2nd WShed as Petrof Bay W Head,X
NSE Inside,Petersburg,109-62-026,Petrof Bay SW Head,Tebenkof Bay,109-62-10260,56.378776,-134.0829818,"6914, 6872",22,1.38,0.56,X,,X,Same WShed as Petrof Bay W Head (6872) and William Creek Thetis E (6914),X
NSE Inside,Petersburg,109-62-024,Petrof Bay W Head,Tebenkof Bay,109-62-10240,56.36372859,-134.0680531,"6873, 6872",19,1.17,0.56,X,,X,"Same WShed as Petrof Bay S Head (6872), Petrof Bay SW Head (6872), and Petrof Bay SE Head (6873)",X
NSE Outside,Sitka,113-95-004,Phonograph Creek,Lisianski Inlet,113-95-10040,57.90716098,-136.1374354,10244,217,22.24,0.44,,,X,Same WShed as Lisianski River and Steelhead River-Lisianski Inlet,X
SSE,Ketchikan,103-60-003,Picnic Bay,Big Salt/Trocadero Bay,103-60-10030,55.58610797,-133.2407021,"4107, 4105",49,3.23,0.54,X,,X,Same 2nd WShed as 11 Mile Creek (4105),X
NSE Inside,Juneau,112-65-028,Piledriver Cove Creek,Hawk Inlet,112-65-10280,58.08358093,-134.7738149,"11382, 11254, 11225",67,5.94,0.58,X,,X,"Same WShed as Wheeler Creek (11254, 11225) and Greens Creek (11382)",X
NSE Inside,Petersburg,109-51-005,Piledriver Cove NW Kuiu,Kingsmill/Washington Bay,109-51-10050,56.77571188,-134.3924728,8306,9,0.78,0.46,,X,,,X
NSE Inside,Petersburg,109-62-003,Piledriver Cove-Tebenkof Bay,Tebenkof Bay,109-62-10030,56.54259027,-134.1875088,"7540, 7412",13,0.8,0.56,X,X,,,X
NSE Inside,Petersburg,109-52-030,Pillar Bay Head,Rowan Bay and Bay of Pillars,109-52-10300,56.6442267,-134.0853119,7868,68,5.01,0.46,,,X,Same WShed as Kutlaku Creek,X
NSE Inside,Petersburg,109-52-050,Pillar Bay SW Side,Rowan Bay and Bay of Pillars,109-52-10500,56.61065801,-134.1690763,7837,28,1.79,0.49,,,X,Same 2nd WShed as Kwatahein Creek,X
NSE Inside,Petersburg,110-34-012,Placer Creek,Port Houghton,110-34-10120,57.28512211,-133.3477549,9929,12,0.48,0.58,,,X,Shares WShed with 1st E of Negro Creek,X
NSE Inside,Juneau,111-12-005,Pleasant Bay Creek,Pleasant Bay,111-12-10050,57.6306334,-133.9964567,10418,48,1.9,0.52,,X,,,X
SSE,Petersburg,105-20-012,Point Beauclerc S Arm E,Port Beauclerc,105-20-10120,56.27122626,-133.9634052,6562,6,0.2,0.56,,X,,,X
NSE Inside,Juneau,112-61-010,Point Howard Creek,Howard Bay,112-61-10100,58.31405922,-135.0914768,12025,27,2.09,0.6,,,X,,X
NSE Inside,Juneau,111-20-024,Point League Creek,South Glass Peninsula,111-20-10240,57.63836149,-133.6173293,10547,41,1.87,0.57,,X,,,X
NSE Inside,Petersburg,109-42-001,Point White Creek,Kake/Kadake Bay/Keku Strait,109-42-10010,57.01644865,-134.0297842,"9079, 9096",39,2.22,0.59,X,X,,,X
NSE Outside,Sitka,113-22-008,Politofski Lake Outlet,Whale Bay,113-22-10080,56.71763268,-134.9522093,7494,269,24.29,0.39,,,X,,X
SSE,Ketchikan,101-43-029,Pop Creek,Thorne Arm,101-43-10290,55.40877818,-131.2365815,5037,45,3.11,0.55,,,X,Same WShed as Fish Creek-Thorne Arm,X
SSE,Petersburg,106-30-010,Porcupine Creek,Steamer Bay/Kindergarten/Quiet Harbor,106-30-10100,56.13086788,-132.6585867,"7002, 6701",35,2.31,0.56,X,,X,Same WShed as Streets Creek-Rocky Bay (6701),X
SSE,Ketchikan,103-60-092,Port Caldera,Big Salt/Trocadero Bay,103-60-10920,55.36107314,-133.1608881,3457,12,0.77,0.53,,,X,Same WShed as West of Caldera,X
SSE,Ketchikan,103-50-058,Port Delores,Bucareli Bay,103-50-10600,55.32907001,-133.3811683,3143,10,0.52,0.51,,X,,,X
SSE,Ketchikan,103-50-021,Port Estrella Head,Bucareli Bay,103-50-10210,55.35127839,-133.2279631,3322,10,0.69,0.52,,,X,Same WShed as Port Estrella R Head,X
SSE,Ketchikan,103-50-022,Port Estrella R Head,Bucareli Bay,103-50-10220,55.34897074,-133.2482695,3322,10,0.69,0.52,,,X,Same WShed as Port Estrella Head,X
NSE Inside,Petersburg,110-34-001,Port Houghton N Side,Port Houghton,110-34-10010,57.34125232,-133.3971291,10003,8,0.38,0.58,,,X,Same WShed as Harmony Creek,X
SSE,Ketchikan,103-50-042,Port Refugio E Arm,Bucareli Bay,103-50-10420,55.27584484,-133.2702596,2985,5,0.32,0.54,,X,,,X
SSE,Ketchikan,103-50-051,Port Refugio North,Bucareli Bay,103-50-10490,55.29434572,-133.32398,3064,6,0.18,0.54,,X,,,X
SSE,Ketchikan,103-50-049,Port Refugio W Arm H,Bucareli Bay,103-50-10480,55.27829608,-133.340203,2984,27,0.83,0.54,,,X,Same WShed as Port Refugio W Arm S,X
SSE,Ketchikan,103-50-044,Port Refugio W Arm R,Bucareli Bay,103-50-10440,55.27523103,-133.302097,3022,7,0.18,0.5,,X,,,X
SSE,Ketchikan,103-50-047,Port Refugio W Arm S,Bucareli Bay,103-50-10470,55.27780287,-133.3335469,2984,27,0.83,0.54,,,X,Same WShed as Port Refugio W Arm H,X
SSE,Ketchikan,103-60-059,Port St Nicholas Head,Big Salt/Trocadero Bay,103-60-10590,55.45025457,-132.9908293,4143,144,10.75,0.46,,,X,Same 2nd WShed as Airport Creek S Klawock,X
